DATE,RATE
1990/4/1,9.11042
1990/5/1,8.52083
1990/6/1,8.70313
1990/7/1,8.58266
1990/8/1,7.7695300000000005
1990/9/1,6.6183
1990/10/1,7.39113
1990/11/1,7.726560000000001
1990/12/1,8.90927
1991/1/1,7.963710000000001
1991/2/1,7.674110000000001
1991/3/1,8.73125
1991/4/1,8.06875
1991/5/1,7.58984
1991/6/1,7.47098
1991/7/1,7.235289999999999
1991/8/1,7.943969999999999
1991/9/1,7.8017199999999995
1991/10/1,7.5322
1991/11/1,7.14655
1991/12/1,7.625
1992/1/1,7.142239999999999
1992/2/1,7.236610000000001
1992/3/1,8.47083
1992/4/1,8.34848
1992/5/1,9.06696
1992/6/1,8.95
1992/7/1,8.034089999999999
1992/8/1,7.53017
1992/9/1,7.05
1992/10/1,5.746090000000001
1992/11/1,6.12931
1992/12/1,5.92647
1993/1/1,5.16518
1993/2/1,5.71429
1993/3/1,5.33065
1993/4/1,5.21094
1993/5/1,4.93966
1993/6/1,5.0875
1993/7/1,4.69531
1993/8/1,4.875
1993/9/1,4.767580000000001
1993/10/1,4.50216
1993/11/1,4.58125
1993/12/1,4.40152
1994/1/1,4.068969999999999
1994/2/1,4.22991
1994/3/1,4.1
1994/4/1,3.96759
1994/5/1,4.12708
1994/6/1,3.9765599999999997
1994/7/1,3.96875
1994/8/1,3.85417
1994/9/1,3.52734
1994/10/1,3.4719800000000003
1994/11/1,3.3416699999999997
1994/12/1,3.56439
1995/1/1,3.4806
1995/2/1,3.25893
1995/3/1,3.53409
1995/4/1,3.41379
1995/5/1,3.125
1995/6/1,3.0371099999999998
1995/7/1,2.4125
1995/8/1,3.0800799999999997
1995/9/1,2.83621
1995/10/1,1.95417
1995/11/1,2.1796900000000003
1995/12/1,2.3467700000000002
1996/1/1,1.56897
1996/2/1,1.24194
1996/3/1,1.79741
1996/4/1,1.6229200000000001
1996/5/1,2.23295
1996/6/1,2.41518
1996/7/1,2.17096
1996/8/1,2.06897
1996/9/1,1.42672
1996/10/1,1.42235
1996/11/1,1.64655
1996/12/1,1.78676
1997/1/1,1.4612100000000001
1997/2/1,1.54464
1997/3/1,2.04957
1997/4/1,1.37917
1997/5/1,1.2617200000000002
1997/6/1,1.05172
1997/7/1,1.46875
1997/8/1,1.03125
1997/9/1,1.1125
1997/10/1,1.50379
1997/11/1,1.32813
1997/12/1,1
1998/1/1,0.89286
1998/2/1,0.75335
1998/3/1,0.8895799999999999
1998/4/1,1.12695
1998/5/1,1.54583
1998/6/1,1.86638
1998/7/1,1.77652
1998/8/1,1.49353
1998/9/1,1.23333
1998/10/1,0.8808600000000001
1998/11/1,1.16164
1998/12/1,1.0367600000000001
1999/1/1,0.84375
1999/2/1,1.08036
1999/3/1,1.00714
1999/4/1,0.80357
1999/5/1,0.84052
1999/6/1,0.88333
1999/7/1,0.7773399999999999
1999/8/1,0.75625
1999/9/1,0.84375
1999/10/1,0.97414
1999/11/1,0.9520799999999999
1999/12/1,1.35701
2000/1/1,1.1842700000000002
2000/2/1,1.9418099999999998
2000/3/1,1.61242
2000/4/1,2.62793
2000/5/1,2.19061
2000/6/1,2.96862
2000/7/1,3.01533
2000/8/1,2.92469
2000/9/1,3.23172
2000/10/1,3.0626700000000002
2000/11/1,3.09688
2000/12/1,3.5
2001/1/1,3.36
2001/2/1,3.3
2001/3/1,3.35
2001/4/1,3.1
2001/5/1,3.25
2001/6/1,3.25
2001/7/1,3.2
2001/8/1,3.3
2001/9/1,2.12
2001/10/1,2.15
2001/11/1,2.18
2001/12/1,1.65
2002/1/1,1.42
2002/2/1,1.68
2002/3/1,1.32
2002/4/1,1.51
2002/5/1,1.03
2002/6/1,1.02
2002/7/1,0.64
2002/8/1,0.6
2002/9/1,0.65
2002/10/1,0.53
2002/11/1,0.59
2002/12/1,0.44
2003/1/1,0.48
2003/2/1,0.49
2003/3/1,0.17
2003/4/1,0.11
2003/5/1,0.1
2003/6/1,0.13
2003/7/1,0.08
2003/8/1,0.08
2003/9/1,0.11
2003/10/1,0.1
2003/11/1,0.11
2003/12/1,0.09
2004/1/1,0.1
2004/2/1,0.09
2004/3/1,0.1
2004/4/1,0.12
2004/5/1,0.1
2004/6/1,0.36
2004/7/1,0.22
2004/8/1,0.18
2004/9/1,0.54
2004/10/1,0.58
2004/11/1,0.45
2004/12/1,0.55
2005/1/1,0.6
2005/2/1,0.63
2005/3/1,0.75
2005/4/1,0.64
2005/5/1,0.66
2005/6/1,0.58
2005/7/1,0.63
2005/8/1,0.63
2005/9/1,0.63
2005/10/1,0.61
2005/11/1,0.63
2005/12/1,0.63
2006/1/1,0.75
2006/2/1,0.91
2006/3/1,1.03
2006/4/1,1.22
2006/5/1,1.16
2006/6/1,1.27
2006/7/1,1.3
2006/8/1,1.33
2006/9/1,1.61
2006/10/1,1.59
2006/11/1,1.87
2006/12/1,1.94
2007/1/1,2.02
2007/2/1,1.94
2007/3/1,1.98
2007/4/1,2.1
2007/5/1,2.18
2007/6/1,2.56
2007/7/1,2.5
2007/8/1,2.35
2007/9/1,2.2
2007/10/1,2.09
2007/11/1,2.06
2007/12/1,2
2008/1/1,2.38
2008/2/1,2.32
2008/3/1,2.62
2008/4/1,1.83
2008/5/1,1.95
2008/6/1,1.82
2008/7/1,1.97
2008/8/1,1.98
2008/9/1,1.7
2008/10/1,0.3
2008/11/1,0.05
2008/12/1,0.01
2009/1/1,0
2009/2/1,0
2009/3/1,0.05
2009/4/1,0.05
2009/5/1,0.05
2009/6/1,0.05
2009/7/1,0.05
2009/8/1,0.05
2009/9/1,0.05
2009/10/1,0.05
2009/11/1,0.05
2009/12/1,0.05
2010/1/1,0.05
2010/2/1,0.05
2010/3/1,0.05
2010/4/1,0.05
2010/5/1,0.02
2010/6/1,0.03
2010/7/1,0.05
2010/8/1,0.08
2010/9/1,0.08
2010/10/1,0.05
2010/11/1,0.04
2010/12/1,0.04
2011/1/1,0.04
2011/2/1,0.04
2011/3/1,0.04
2011/4/1,0.04
2011/5/1,0.09
2011/6/1,0.09
2011/7/1,0.05
2011/8/1,-0.29
2011/9/1,0.02
2011/10/1,0.05
2011/11/1,0.05
2011/12/1,0.07
2012/1/1,0.01
2012/2/1,0.03
2012/3/1,0.05
2012/4/1,0.02
2012/5/1,0
2012/6/1,0
2012/7/1,0
2012/8/1,-0.05
2012/9/1,0.01
2012/10/1,0.01
2012/11/1,-0.05
2012/12/1,-0.2
2013/1/1,-0.15
2013/2/1,-0.2
2013/3/1,-0.1
2013/4/1,0.06
2013/5/1,-0.03
2013/6/1,-0.03
2013/7/1,0.01
2013/8/1,-0.2
2013/9/1,-0.05
2013/10/1,-0.15
2013/11/1,-0.08
2013/12/1,0.01
2014/1/1,-0.12
2014/2/1,-0.15
2014/3/1,-0.15
2014/4/1,-0.15
2014/5/1,-0.16
2014/6/1,-0.15
2014/7/1,-0.15
2014/8/1,-0.1
2014/9/1,-0.1
2014/10/1,-0.1
2014/11/1,-0.1
2014/12/1,-2
2015/1/1,-1.75
2015/2/1,-1
2015/3/1,-1.5
2015/4/1,-1
2015/5/1,-1.25
2015/6/1,-1.15
2015/7/1,-1
2015/8/1,-1.25
2015/9/1,-1
2015/10/1,-0.9
2015/11/1,-1.1
2015/12/1,-1
2016/1/1,-1
2016/2/1,-0.85
2016/3/1,-1.1
2016/4/1,-1
2016/5/1,-1.25
2016/6/1,-1.75
2016/7/1,-1
2016/8/1,-3.65
2016/9/1,-0.95
2016/10/1,-0.85
2016/11/1,-0.9
2016/12/1,-0.9
2017/1/1,-0.9
2017/2/1,-0.95
2017/3/1,-0.95
2017/4/1,-0.9
2017/5/1,-0.95
