Date;Group;Series;Value
13/05/2022;Riksbank key interest rates;Policy rate;0,25
16/05/2022;Riksbank key interest rates;Policy rate;0,25
17/05/2022;Riksbank key interest rates;Policy rate;0,25
18/05/2022;Riksbank key interest rates;Policy rate;0,25
19/05/2022;Riksbank key interest rates;Policy rate;0,25
20/05/2022;Riksbank key interest rates;Policy rate;0,25
23/05/2022;Riksbank key interest rates;Policy rate;0,25
24/05/2022;Riksbank key interest rates;Policy rate;0,25
25/05/2022;Riksbank key interest rates;Policy rate;0,25
27/05/2022;Riksbank key interest rates;Policy rate;0,25
30/05/2022;Riksbank key interest rates;Policy rate;0,25
31/05/2022;Riksbank key interest rates;Policy rate;0,25
01/06/2022;Riksbank key interest rates;Policy rate;0,25
02/06/2022;Riksbank key interest rates;Policy rate;0,25
03/06/2022;Riksbank key interest rates;Policy rate;0,25
07/06/2022;Riksbank key interest rates;Policy rate;0,25
08/06/2022;Riksbank key interest rates;Policy rate;0,25
09/06/2022;Riksbank key interest rates;Policy rate;0,25
10/06/2022;Riksbank key interest rates;Policy rate;0,25
13/06/2022;Riksbank key interest rates;Policy rate;0,25
14/06/2022;Riksbank key interest rates;Policy rate;0,25
15/06/2022;Riksbank key interest rates;Policy rate;0,25
16/06/2022;Riksbank key interest rates;Policy rate;0,25
17/06/2022;Riksbank key interest rates;Policy rate;0,25
20/06/2022;Riksbank key interest rates;Policy rate;0,25
21/06/2022;Riksbank key interest rates;Policy rate;0,25
22/06/2022;Riksbank key interest rates;Policy rate;0,25
23/06/2022;Riksbank key interest rates;Policy rate;0,25
27/06/2022;Riksbank key interest rates;Policy rate;0,25
28/06/2022;Riksbank key interest rates;Policy rate;0,25
29/06/2022;Riksbank key interest rates;Policy rate;0,25
30/06/2022;Riksbank key interest rates;Policy rate;0,25
01/07/2022;Riksbank key interest rates;Policy rate;0,25
04/07/2022;Riksbank key interest rates;Policy rate;0,25
05/07/2022;Riksbank key interest rates;Policy rate;0,25
06/07/2022;Riksbank key interest rates;Policy rate;0,75
07/07/2022;Riksbank key interest rates;Policy rate;0,75
08/07/2022;Riksbank key interest rates;Policy rate;0,75
11/07/2022;Riksbank key interest rates;Policy rate;0,75
12/07/2022;Riksbank key interest rates;Policy rate;0,75
13/07/2022;Riksbank key interest rates;Policy rate;0,75
14/07/2022;Riksbank key interest rates;Policy rate;0,75
15/07/2022;Riksbank key interest rates;Policy rate;0,75
18/07/2022;Riksbank key interest rates;Policy rate;0,75
19/07/2022;Riksbank key interest rates;Policy rate;0,75
20/07/2022;Riksbank key interest rates;Policy rate;0,75
21/07/2022;Riksbank key interest rates;Policy rate;0,75
22/07/2022;Riksbank key interest rates;Policy rate;0,75
25/07/2022;Riksbank key interest rates;Policy rate;0,75
26/07/2022;Riksbank key interest rates;Policy rate;0,75
27/07/2022;Riksbank key interest rates;Policy rate;0,75
28/07/2022;Riksbank key interest rates;Policy rate;0,75
29/07/2022;Riksbank key interest rates;Policy rate;0,75
01/08/2022;Riksbank key interest rates;Policy rate;0,75
02/08/2022;Riksbank key interest rates;Policy rate;0,75
03/08/2022;Riksbank key interest rates;Policy rate;0,75
04/08/2022;Riksbank key interest rates;Policy rate;0,75
05/08/2022;Riksbank key interest rates;Policy rate;0,75
08/08/2022;Riksbank key interest rates;Policy rate;0,75
09/08/2022;Riksbank key interest rates;Policy rate;0,75
10/08/2022;Riksbank key interest rates;Policy rate;0,75
11/08/2022;Riksbank key interest rates;Policy rate;0,75
12/08/2022;Riksbank key interest rates;Policy rate;0,75
15/08/2022;Riksbank key interest rates;Policy rate;0,75
16/08/2022;Riksbank key interest rates;Policy rate;0,75
17/08/2022;Riksbank key interest rates;Policy rate;0,75
18/08/2022;Riksbank key interest rates;Policy rate;0,75
19/08/2022;Riksbank key interest rates;Policy rate;0,75
22/08/2022;Riksbank key interest rates;Policy rate;0,75
23/08/2022;Riksbank key interest rates;Policy rate;0,75
24/08/2022;Riksbank key interest rates;Policy rate;0,75
25/08/2022;Riksbank key interest rates;Policy rate;0,75
26/08/2022;Riksbank key interest rates;Policy rate;0,75
29/08/2022;Riksbank key interest rates;Policy rate;0,75
30/08/2022;Riksbank key interest rates;Policy rate;0,75
31/08/2022;Riksbank key interest rates;Policy rate;0,75
01/09/2022;Riksbank key interest rates;Policy rate;0,75
02/09/2022;Riksbank key interest rates;Policy rate;0,75
05/09/2022;Riksbank key interest rates;Policy rate;0,75
06/09/2022;Riksbank key interest rates;Policy rate;0,75
07/09/2022;Riksbank key interest rates;Policy rate;0,75
08/09/2022;Riksbank key interest rates;Policy rate;0,75
09/09/2022;Riksbank key interest rates;Policy rate;0,75
12/09/2022;Riksbank key interest rates;Policy rate;0,75
13/09/2022;Riksbank key interest rates;Policy rate;0,75
14/09/2022;Riksbank key interest rates;Policy rate;0,75
15/09/2022;Riksbank key interest rates;Policy rate;0,75
16/09/2022;Riksbank key interest rates;Policy rate;0,75
19/09/2022;Riksbank key interest rates;Policy rate;0,75
20/09/2022;Riksbank key interest rates;Policy rate;0,75
21/09/2022;Riksbank key interest rates;Policy rate;1,75
22/09/2022;Riksbank key interest rates;Policy rate;1,75
23/09/2022;Riksbank key interest rates;Policy rate;1,75
26/09/2022;Riksbank key interest rates;Policy rate;1,75
27/09/2022;Riksbank key interest rates;Policy rate;1,75
28/09/2022;Riksbank key interest rates;Policy rate;1,75
29/09/2022;Riksbank key interest rates;Policy rate;1,75
30/09/2022;Riksbank key interest rates;Policy rate;1,75
03/10/2022;Riksbank key interest rates;Policy rate;1,75
04/10/2022;Riksbank key interest rates;Policy rate;1,75
05/10/2022;Riksbank key interest rates;Policy rate;1,75
06/10/2022;Riksbank key interest rates;Policy rate;1,75
07/10/2022;Riksbank key interest rates;Policy rate;1,75
10/10/2022;Riksbank key interest rates;Policy rate;1,75
11/10/2022;Riksbank key interest rates;Policy rate;1,75
12/10/2022;Riksbank key interest rates;Policy rate;1,75
13/10/2022;Riksbank key interest rates;Policy rate;1,75
14/10/2022;Riksbank key interest rates;Policy rate;1,75
17/10/2022;Riksbank key interest rates;Policy rate;1,75
18/10/2022;Riksbank key interest rates;Policy rate;1,75
19/10/2022;Riksbank key interest rates;Policy rate;1,75
20/10/2022;Riksbank key interest rates;Policy rate;1,75
21/10/2022;Riksbank key interest rates;Policy rate;1,75
24/10/2022;Riksbank key interest rates;Policy rate;1,75
25/10/2022;Riksbank key interest rates;Policy rate;1,75
26/10/2022;Riksbank key interest rates;Policy rate;1,75
27/10/2022;Riksbank key interest rates;Policy rate;1,75
28/10/2022;Riksbank key interest rates;Policy rate;1,75
31/10/2022;Riksbank key interest rates;Policy rate;1,75
01/11/2022;Riksbank key interest rates;Policy rate;1,75
02/11/2022;Riksbank key interest rates;Policy rate;1,75
03/11/2022;Riksbank key interest rates;Policy rate;1,75
04/11/2022;Riksbank key interest rates;Policy rate;1,75
07/11/2022;Riksbank key interest rates;Policy rate;1,75
08/11/2022;Riksbank key interest rates;Policy rate;1,75
09/11/2022;Riksbank key interest rates;Policy rate;1,75
10/11/2022;Riksbank key interest rates;Policy rate;1,75
11/11/2022;Riksbank key interest rates;Policy rate;1,75
14/11/2022;Riksbank key interest rates;Policy rate;1,75
15/11/2022;Riksbank key interest rates;Policy rate;1,75
16/11/2022;Riksbank key interest rates;Policy rate;1,75
17/11/2022;Riksbank key interest rates;Policy rate;1,75
18/11/2022;Riksbank key interest rates;Policy rate;1,75
21/11/2022;Riksbank key interest rates;Policy rate;1,75
22/11/2022;Riksbank key interest rates;Policy rate;1,75
23/11/2022;Riksbank key interest rates;Policy rate;1,75
24/11/2022;Riksbank key interest rates;Policy rate;1,75
25/11/2022;Riksbank key interest rates;Policy rate;1,75
28/11/2022;Riksbank key interest rates;Policy rate;1,75
29/11/2022;Riksbank key interest rates;Policy rate;1,75
30/11/2022;Riksbank key interest rates;Policy rate;2,50
01/12/2022;Riksbank key interest rates;Policy rate;2,50
02/12/2022;Riksbank key interest rates;Policy rate;2,50
05/12/2022;Riksbank key interest rates;Policy rate;2,50
06/12/2022;Riksbank key interest rates;Policy rate;2,50
07/12/2022;Riksbank key interest rates;Policy rate;2,50
08/12/2022;Riksbank key interest rates;Policy rate;2,50
09/12/2022;Riksbank key interest rates;Policy rate;2,50
12/12/2022;Riksbank key interest rates;Policy rate;2,50
13/12/2022;Riksbank key interest rates;Policy rate;2,50
14/12/2022;Riksbank key interest rates;Policy rate;2,50
15/12/2022;Riksbank key interest rates;Policy rate;2,50
16/12/2022;Riksbank key interest rates;Policy rate;2,50
19/12/2022;Riksbank key interest rates;Policy rate;2,50
20/12/2022;Riksbank key interest rates;Policy rate;2,50
21/12/2022;Riksbank key interest rates;Policy rate;2,50
22/12/2022;Riksbank key interest rates;Policy rate;2,50
23/12/2022;Riksbank key interest rates;Policy rate;2,50
27/12/2022;Riksbank key interest rates;Policy rate;2,50
28/12/2022;Riksbank key interest rates;Policy rate;2,50
29/12/2022;Riksbank key interest rates;Policy rate;2,50
30/12/2022;Riksbank key interest rates;Policy rate;2,50
02/01/2023;Riksbank key interest rates;Policy rate;2,50
03/01/2023;Riksbank key interest rates;Policy rate;2,50
04/01/2023;Riksbank key interest rates;Policy rate;2,50
05/01/2023;Riksbank key interest rates;Policy rate;2,50
09/01/2023;Riksbank key interest rates;Policy rate;2,50
10/01/2023;Riksbank key interest rates;Policy rate;2,50
11/01/2023;Riksbank key interest rates;Policy rate;2,50
12/01/2023;Riksbank key interest rates;Policy rate;2,50
13/01/2023;Riksbank key interest rates;Policy rate;2,50
16/01/2023;Riksbank key interest rates;Policy rate;2,50
17/01/2023;Riksbank key interest rates;Policy rate;2,50
18/01/2023;Riksbank key interest rates;Policy rate;2,50
19/01/2023;Riksbank key interest rates;Policy rate;2,50
20/01/2023;Riksbank key interest rates;Policy rate;2,50
23/01/2023;Riksbank key interest rates;Policy rate;2,50
24/01/2023;Riksbank key interest rates;Policy rate;2,50
25/01/2023;Riksbank key interest rates;Policy rate;2,50
26/01/2023;Riksbank key interest rates;Policy rate;2,50
27/01/2023;Riksbank key interest rates;Policy rate;2,50
30/01/2023;Riksbank key interest rates;Policy rate;2,50
31/01/2023;Riksbank key interest rates;Policy rate;2,50
01/02/2023;Riksbank key interest rates;Policy rate;2,50
02/02/2023;Riksbank key interest rates;Policy rate;2,50
03/02/2023;Riksbank key interest rates;Policy rate;2,50
06/02/2023;Riksbank key interest rates;Policy rate;2,50
07/02/2023;Riksbank key interest rates;Policy rate;2,50
08/02/2023;Riksbank key interest rates;Policy rate;2,50
09/02/2023;Riksbank key interest rates;Policy rate;2,50
10/02/2023;Riksbank key interest rates;Policy rate;2,50
13/02/2023;Riksbank key interest rates;Policy rate;2,50
14/02/2023;Riksbank key interest rates;Policy rate;2,50
15/02/2023;Riksbank key interest rates;Policy rate;3,00
16/02/2023;Riksbank key interest rates;Policy rate;3,00
17/02/2023;Riksbank key interest rates;Policy rate;3,00
20/02/2023;Riksbank key interest rates;Policy rate;3,00
21/02/2023;Riksbank key interest rates;Policy rate;3,00
22/02/2023;Riksbank key interest rates;Policy rate;3,00
23/02/2023;Riksbank key interest rates;Policy rate;3,00
24/02/2023;Riksbank key interest rates;Policy rate;3,00
27/02/2023;Riksbank key interest rates;Policy rate;3,00
28/02/2023;Riksbank key interest rates;Policy rate;3,00
01/03/2023;Riksbank key interest rates;Policy rate;3,00
02/03/2023;Riksbank key interest rates;Policy rate;3,00
03/03/2023;Riksbank key interest rates;Policy rate;3,00
06/03/2023;Riksbank key interest rates;Policy rate;3,00
07/03/2023;Riksbank key interest rates;Policy rate;3,00
08/03/2023;Riksbank key interest rates;Policy rate;3,00
09/03/2023;Riksbank key interest rates;Policy rate;3,00
10/03/2023;Riksbank key interest rates;Policy rate;3,00
13/03/2023;Riksbank key interest rates;Policy rate;3,00
14/03/2023;Riksbank key interest rates;Policy rate;3,00
15/03/2023;Riksbank key interest rates;Policy rate;3,00
16/03/2023;Riksbank key interest rates;Policy rate;3,00
17/03/2023;Riksbank key interest rates;Policy rate;3,00
20/03/2023;Riksbank key interest rates;Policy rate;3,00
21/03/2023;Riksbank key interest rates;Policy rate;3,00
22/03/2023;Riksbank key interest rates;Policy rate;3,00
23/03/2023;Riksbank key interest rates;Policy rate;3,00
24/03/2023;Riksbank key interest rates;Policy rate;3,00
27/03/2023;Riksbank key interest rates;Policy rate;3,00
28/03/2023;Riksbank key interest rates;Policy rate;3,00
29/03/2023;Riksbank key interest rates;Policy rate;3,00
30/03/2023;Riksbank key interest rates;Policy rate;3,00
31/03/2023;Riksbank key interest rates;Policy rate;3,00
03/04/2023;Riksbank key interest rates;Policy rate;3,00
04/04/2023;Riksbank key interest rates;Policy rate;3,00
05/04/2023;Riksbank key interest rates;Policy rate;3,00
06/04/2023;Riksbank key interest rates;Policy rate;3,00
11/04/2023;Riksbank key interest rates;Policy rate;3,00
12/04/2023;Riksbank key interest rates;Policy rate;3,00
13/04/2023;Riksbank key interest rates;Policy rate;3,00
14/04/2023;Riksbank key interest rates;Policy rate;3,00
17/04/2023;Riksbank key interest rates;Policy rate;3,00
18/04/2023;Riksbank key interest rates;Policy rate;3,00
19/04/2023;Riksbank key interest rates;Policy rate;3,00
20/04/2023;Riksbank key interest rates;Policy rate;3,00
21/04/2023;Riksbank key interest rates;Policy rate;3,00
24/04/2023;Riksbank key interest rates;Policy rate;3,00
25/04/2023;Riksbank key interest rates;Policy rate;3,00
26/04/2023;Riksbank key interest rates;Policy rate;3,00
27/04/2023;Riksbank key interest rates;Policy rate;3,00
28/04/2023;Riksbank key interest rates;Policy rate;3,00
02/05/2023;Riksbank key interest rates;Policy rate;3,00
03/05/2023;Riksbank key interest rates;Policy rate;3,50
04/05/2023;Riksbank key interest rates;Policy rate;3,50
05/05/2023;Riksbank key interest rates;Policy rate;3,50
08/05/2023;Riksbank key interest rates;Policy rate;3,50
09/05/2023;Riksbank key interest rates;Policy rate;3,50
10/05/2023;Riksbank key interest rates;Policy rate;3,50
11/05/2023;Riksbank key interest rates;Policy rate;3,50
12/05/2023;Riksbank key interest rates;Policy rate;3,50
15/05/2023;Riksbank key interest rates;Policy rate;3,50
16/05/2023;Riksbank key interest rates;Policy rate;3,50
17/05/2023;Riksbank key interest rates;Policy rate;3,50
19/05/2023;Riksbank key interest rates;Policy rate;3,50
22/05/2023;Riksbank key interest rates;Policy rate;3,50
23/05/2023;Riksbank key interest rates;Policy rate;3,50
24/05/2023;Riksbank key interest rates;Policy rate;3,50
25/05/2023;Riksbank key interest rates;Policy rate;3,50
26/05/2023;Riksbank key interest rates;Policy rate;3,50
29/05/2023;Riksbank key interest rates;Policy rate;3,50
30/05/2023;Riksbank key interest rates;Policy rate;3,50
31/05/2023;Riksbank key interest rates;Policy rate;3,50
01/06/2023;Riksbank key interest rates;Policy rate;3,50
02/06/2023;Riksbank key interest rates;Policy rate;3,50
05/06/2023;Riksbank key interest rates;Policy rate;3,50
07/06/2023;Riksbank key interest rates;Policy rate;3,50
08/06/2023;Riksbank key interest rates;Policy rate;3,50
09/06/2023;Riksbank key interest rates;Policy rate;3,50
12/06/2023;Riksbank key interest rates;Policy rate;3,50
13/06/2023;Riksbank key interest rates;Policy rate;3,50
14/06/2023;Riksbank key interest rates;Policy rate;3,50
15/06/2023;Riksbank key interest rates;Policy rate;3,50
16/06/2023;Riksbank key interest rates;Policy rate;3,50
19/06/2023;Riksbank key interest rates;Policy rate;3,50
20/06/2023;Riksbank key interest rates;Policy rate;3,50
21/06/2023;Riksbank key interest rates;Policy rate;3,50
22/06/2023;Riksbank key interest rates;Policy rate;3,50
26/06/2023;Riksbank key interest rates;Policy rate;3,50
27/06/2023;Riksbank key interest rates;Policy rate;3,50
28/06/2023;Riksbank key interest rates;Policy rate;3,50
29/06/2023;Riksbank key interest rates;Policy rate;3,50
30/06/2023;Riksbank key interest rates;Policy rate;3,50
03/07/2023;Riksbank key interest rates;Policy rate;3,50
04/07/2023;Riksbank key interest rates;Policy rate;3,50
05/07/2023;Riksbank key interest rates;Policy rate;3,75
06/07/2023;Riksbank key interest rates;Policy rate;3,75
07/07/2023;Riksbank key interest rates;Policy rate;3,75
10/07/2023;Riksbank key interest rates;Policy rate;3,75
11/07/2023;Riksbank key interest rates;Policy rate;3,75
12/07/2023;Riksbank key interest rates;Policy rate;3,75
13/07/2023;Riksbank key interest rates;Policy rate;3,75
14/07/2023;Riksbank key interest rates;Policy rate;3,75
17/07/2023;Riksbank key interest rates;Policy rate;3,75
18/07/2023;Riksbank key interest rates;Policy rate;3,75
19/07/2023;Riksbank key interest rates;Policy rate;3,75
20/07/2023;Riksbank key interest rates;Policy rate;3,75
21/07/2023;Riksbank key interest rates;Policy rate;3,75
24/07/2023;Riksbank key interest rates;Policy rate;3,75
25/07/2023;Riksbank key interest rates;Policy rate;3,75
26/07/2023;Riksbank key interest rates;Policy rate;3,75
27/07/2023;Riksbank key interest rates;Policy rate;3,75
28/07/2023;Riksbank key interest rates;Policy rate;3,75
31/07/2023;Riksbank key interest rates;Policy rate;3,75
01/08/2023;Riksbank key interest rates;Policy rate;3,75
02/08/2023;Riksbank key interest rates;Policy rate;3,75
03/08/2023;Riksbank key interest rates;Policy rate;3,75
04/08/2023;Riksbank key interest rates;Policy rate;3,75
07/08/2023;Riksbank key interest rates;Policy rate;3,75
08/08/2023;Riksbank key interest rates;Policy rate;3,75
09/08/2023;Riksbank key interest rates;Policy rate;3,75
10/08/2023;Riksbank key interest rates;Policy rate;3,75
11/08/2023;Riksbank key interest rates;Policy rate;3,75
14/08/2023;Riksbank key interest rates;Policy rate;3,75
15/08/2023;Riksbank key interest rates;Policy rate;3,75
16/08/2023;Riksbank key interest rates;Policy rate;3,75
17/08/2023;Riksbank key interest rates;Policy rate;3,75
18/08/2023;Riksbank key interest rates;Policy rate;3,75
21/08/2023;Riksbank key interest rates;Policy rate;3,75
22/08/2023;Riksbank key interest rates;Policy rate;3,75
23/08/2023;Riksbank key interest rates;Policy rate;3,75
24/08/2023;Riksbank key interest rates;Policy rate;3,75
25/08/2023;Riksbank key interest rates;Policy rate;3,75
28/08/2023;Riksbank key interest rates;Policy rate;3,75
29/08/2023;Riksbank key interest rates;Policy rate;3,75
30/08/2023;Riksbank key interest rates;Policy rate;3,75
31/08/2023;Riksbank key interest rates;Policy rate;3,75
01/09/2023;Riksbank key interest rates;Policy rate;3,75
04/09/2023;Riksbank key interest rates;Policy rate;3,75
05/09/2023;Riksbank key interest rates;Policy rate;3,75
06/09/2023;Riksbank key interest rates;Policy rate;3,75
07/09/2023;Riksbank key interest rates;Policy rate;3,75
08/09/2023;Riksbank key interest rates;Policy rate;3,75
11/09/2023;Riksbank key interest rates;Policy rate;3,75
12/09/2023;Riksbank key interest rates;Policy rate;3,75
13/09/2023;Riksbank key interest rates;Policy rate;3,75
14/09/2023;Riksbank key interest rates;Policy rate;3,75
15/09/2023;Riksbank key interest rates;Policy rate;3,75
18/09/2023;Riksbank key interest rates;Policy rate;3,75
19/09/2023;Riksbank key interest rates;Policy rate;3,75
20/09/2023;Riksbank key interest rates;Policy rate;3,75
21/09/2023;Riksbank key interest rates;Policy rate;3,75
22/09/2023;Riksbank key interest rates;Policy rate;3,75
25/09/2023;Riksbank key interest rates;Policy rate;3,75
26/09/2023;Riksbank key interest rates;Policy rate;3,75
27/09/2023;Riksbank key interest rates;Policy rate;4,00
28/09/2023;Riksbank key interest rates;Policy rate;4,00
29/09/2023;Riksbank key interest rates;Policy rate;4,00
02/10/2023;Riksbank key interest rates;Policy rate;4,00
03/10/2023;Riksbank key interest rates;Policy rate;4,00
04/10/2023;Riksbank key interest rates;Policy rate;4,00
05/10/2023;Riksbank key interest rates;Policy rate;4,00
06/10/2023;Riksbank key interest rates;Policy rate;4,00
09/10/2023;Riksbank key interest rates;Policy rate;4,00
10/10/2023;Riksbank key interest rates;Policy rate;4,00
11/10/2023;Riksbank key interest rates;Policy rate;4,00
12/10/2023;Riksbank key interest rates;Policy rate;4,00
13/10/2023;Riksbank key interest rates;Policy rate;4,00
16/10/2023;Riksbank key interest rates;Policy rate;4,00
17/10/2023;Riksbank key interest rates;Policy rate;4,00
18/10/2023;Riksbank key interest rates;Policy rate;4,00
19/10/2023;Riksbank key interest rates;Policy rate;4,00
20/10/2023;Riksbank key interest rates;Policy rate;4,00
23/10/2023;Riksbank key interest rates;Policy rate;4,00
24/10/2023;Riksbank key interest rates;Policy rate;4,00
25/10/2023;Riksbank key interest rates;Policy rate;4,00
26/10/2023;Riksbank key interest rates;Policy rate;4,00
27/10/2023;Riksbank key interest rates;Policy rate;4,00
30/10/2023;Riksbank key interest rates;Policy rate;4,00
31/10/2023;Riksbank key interest rates;Policy rate;4,00
01/11/2023;Riksbank key interest rates;Policy rate;4,00
02/11/2023;Riksbank key interest rates;Policy rate;4,00
03/11/2023;Riksbank key interest rates;Policy rate;4,00
06/11/2023;Riksbank key interest rates;Policy rate;4,00
07/11/2023;Riksbank key interest rates;Policy rate;4,00
08/11/2023;Riksbank key interest rates;Policy rate;4,00
09/11/2023;Riksbank key interest rates;Policy rate;4,00
10/11/2023;Riksbank key interest rates;Policy rate;4,00
13/11/2023;Riksbank key interest rates;Policy rate;4,00
14/11/2023;Riksbank key interest rates;Policy rate;4,00
15/11/2023;Riksbank key interest rates;Policy rate;4,00
16/11/2023;Riksbank key interest rates;Policy rate;4,00
17/11/2023;Riksbank key interest rates;Policy rate;4,00
20/11/2023;Riksbank key interest rates;Policy rate;4,00
21/11/2023;Riksbank key interest rates;Policy rate;4,00
22/11/2023;Riksbank key interest rates;Policy rate;4,00
23/11/2023;Riksbank key interest rates;Policy rate;4,00
24/11/2023;Riksbank key interest rates;Policy rate;4,00
27/11/2023;Riksbank key interest rates;Policy rate;4,00
28/11/2023;Riksbank key interest rates;Policy rate;4,00
29/11/2023;Riksbank key interest rates;Policy rate;4,00
30/11/2023;Riksbank key interest rates;Policy rate;4,00
01/12/2023;Riksbank key interest rates;Policy rate;4,00
04/12/2023;Riksbank key interest rates;Policy rate;4,00
05/12/2023;Riksbank key interest rates;Policy rate;4,00
06/12/2023;Riksbank key interest rates;Policy rate;4,00
07/12/2023;Riksbank key interest rates;Policy rate;4,00
08/12/2023;Riksbank key interest rates;Policy rate;4,00
11/12/2023;Riksbank key interest rates;Policy rate;4,00
12/12/2023;Riksbank key interest rates;Policy rate;4,00
13/12/2023;Riksbank key interest rates;Policy rate;4,00
14/12/2023;Riksbank key interest rates;Policy rate;4,00
15/12/2023;Riksbank key interest rates;Policy rate;4,00
18/12/2023;Riksbank key interest rates;Policy rate;4,00
19/12/2023;Riksbank key interest rates;Policy rate;4,00
20/12/2023;Riksbank key interest rates;Policy rate;4,00
21/12/2023;Riksbank key interest rates;Policy rate;4,00
22/12/2023;Riksbank key interest rates;Policy rate;4,00
27/12/2023;Riksbank key interest rates;Policy rate;4,00
28/12/2023;Riksbank key interest rates;Policy rate;4,00
29/12/2023;Riksbank key interest rates;Policy rate;4,00
02/01/2024;Riksbank key interest rates;Policy rate;4,00
03/01/2024;Riksbank key interest rates;Policy rate;4,00
04/01/2024;Riksbank key interest rates;Policy rate;4,00
05/01/2024;Riksbank key interest rates;Policy rate;4,00
08/01/2024;Riksbank key interest rates;Policy rate;4,00
09/01/2024;Riksbank key interest rates;Policy rate;4,00
10/01/2024;Riksbank key interest rates;Policy rate;4,00
11/01/2024;Riksbank key interest rates;Policy rate;4,00
12/01/2024;Riksbank key interest rates;Policy rate;4,00
15/01/2024;Riksbank key interest rates;Policy rate;4,00
16/01/2024;Riksbank key interest rates;Policy rate;4,00
17/01/2024;Riksbank key interest rates;Policy rate;4,00
18/01/2024;Riksbank key interest rates;Policy rate;4,00
19/01/2024;Riksbank key interest rates;Policy rate;4,00
22/01/2024;Riksbank key interest rates;Policy rate;4,00
23/01/2024;Riksbank key interest rates;Policy rate;4,00
24/01/2024;Riksbank key interest rates;Policy rate;4,00
25/01/2024;Riksbank key interest rates;Policy rate;4,00
26/01/2024;Riksbank key interest rates;Policy rate;4,00
29/01/2024;Riksbank key interest rates;Policy rate;4,00
30/01/2024;Riksbank key interest rates;Policy rate;4,00
31/01/2024;Riksbank key interest rates;Policy rate;4,00
01/02/2024;Riksbank key interest rates;Policy rate;4,00
02/02/2024;Riksbank key interest rates;Policy rate;4,00
05/02/2024;Riksbank key interest rates;Policy rate;4,00
06/02/2024;Riksbank key interest rates;Policy rate;4,00
07/02/2024;Riksbank key interest rates;Policy rate;4,00
08/02/2024;Riksbank key interest rates;Policy rate;4,00
09/02/2024;Riksbank key interest rates;Policy rate;4,00
12/02/2024;Riksbank key interest rates;Policy rate;4,00
13/02/2024;Riksbank key interest rates;Policy rate;4,00
14/02/2024;Riksbank key interest rates;Policy rate;4,00
15/02/2024;Riksbank key interest rates;Policy rate;4,00
16/02/2024;Riksbank key interest rates;Policy rate;4,00
19/02/2024;Riksbank key interest rates;Policy rate;4,00
20/02/2024;Riksbank key interest rates;Policy rate;4,00
21/02/2024;Riksbank key interest rates;Policy rate;4,00
22/02/2024;Riksbank key interest rates;Policy rate;4,00
23/02/2024;Riksbank key interest rates;Policy rate;4,00
26/02/2024;Riksbank key interest rates;Policy rate;4,00
27/02/2024;Riksbank key interest rates;Policy rate;4,00
28/02/2024;Riksbank key interest rates;Policy rate;4,00
29/02/2024;Riksbank key interest rates;Policy rate;4,00
01/03/2024;Riksbank key interest rates;Policy rate;4,00
04/03/2024;Riksbank key interest rates;Policy rate;4,00
05/03/2024;Riksbank key interest rates;Policy rate;4,00
06/03/2024;Riksbank key interest rates;Policy rate;4,00
07/03/2024;Riksbank key interest rates;Policy rate;4,00
08/03/2024;Riksbank key interest rates;Policy rate;4,00
11/03/2024;Riksbank key interest rates;Policy rate;4,00
12/03/2024;Riksbank key interest rates;Policy rate;4,00
13/03/2024;Riksbank key interest rates;Policy rate;4,00
14/03/2024;Riksbank key interest rates;Policy rate;4,00
15/03/2024;Riksbank key interest rates;Policy rate;4,00
18/03/2024;Riksbank key interest rates;Policy rate;4,00
19/03/2024;Riksbank key interest rates;Policy rate;4,00
20/03/2024;Riksbank key interest rates;Policy rate;4,00
21/03/2024;Riksbank key interest rates;Policy rate;4,00
22/03/2024;Riksbank key interest rates;Policy rate;4,00
25/03/2024;Riksbank key interest rates;Policy rate;4,00
26/03/2024;Riksbank key interest rates;Policy rate;4,00
27/03/2024;Riksbank key interest rates;Policy rate;4,00
28/03/2024;Riksbank key interest rates;Policy rate;4,00
02/04/2024;Riksbank key interest rates;Policy rate;4,00
03/04/2024;Riksbank key interest rates;Policy rate;4,00
04/04/2024;Riksbank key interest rates;Policy rate;4,00
05/04/2024;Riksbank key interest rates;Policy rate;4,00
08/04/2024;Riksbank key interest rates;Policy rate;4,00
09/04/2024;Riksbank key interest rates;Policy rate;4,00
10/04/2024;Riksbank key interest rates;Policy rate;4,00
11/04/2024;Riksbank key interest rates;Policy rate;4,00
12/04/2024;Riksbank key interest rates;Policy rate;4,00
15/04/2024;Riksbank key interest rates;Policy rate;4,00
16/04/2024;Riksbank key interest rates;Policy rate;4,00
17/04/2024;Riksbank key interest rates;Policy rate;4,00
18/04/2024;Riksbank key interest rates;Policy rate;4,00
19/04/2024;Riksbank key interest rates;Policy rate;4,00
22/04/2024;Riksbank key interest rates;Policy rate;4,00
23/04/2024;Riksbank key interest rates;Policy rate;4,00
24/04/2024;Riksbank key interest rates;Policy rate;4,00
25/04/2024;Riksbank key interest rates;Policy rate;4,00
26/04/2024;Riksbank key interest rates;Policy rate;4,00
29/04/2024;Riksbank key interest rates;Policy rate;4,00
30/04/2024;Riksbank key interest rates;Policy rate;4,00
02/05/2024;Riksbank key interest rates;Policy rate;4,00
03/05/2024;Riksbank key interest rates;Policy rate;4,00
