year,avg_rate
1999,1.2483333333333333
2000,2.1225
2001,1.8758333333333332
2002,2.9166666666666665
2003,3.3033333333333332
2004,2.2616666666666667
2005,1.8375000000000001
2006,2.3025
2007,3.5616666666666665
2008,4.26
2009,0.775
2010,0.5775
2011,1.8283333333333334
2012,1.5541666666666667
2013,1.0933333333333335
2014,0.5666666666666667
2015,-0.15
2016,-0.38
2017,-0.4
2018,-0.4
2019,-0.155
2020,-0.002976190476190476
2021,0
2022,0.7677865612648221
2023,3.4641434262948207
